ID do Cliente,Idade,Gênero,Item Comprado,Categoria,Valor da Compra (R$),Localização,Tamanho,Cor,Estação,Avaliação,Status de Assinatura,Tipo de Envio,Desconto Aplicado,Código Promocional Utilizado,Compras Anteriores,Método de Pagamento,Frequência de Compras
1926,59,Masculino,Sneakers,Calçados,32,Utah,L,Preto,Inverno,2.9,No,Expressa,No,No,44,CVermelhoit Card,Quinzenal
1927,66,Masculino,Backpack,Acessórios,93,New Mexico,M,Prata,Primavera,3,No,Expressa,No,No,6,PayPal,Anualmente
1928,40,Masculino,Pants,Roupas,29,Florida,M,Rosa,Verão,2.9,No,Padrão,No,No,8,Cash,Cada 3 Meses
1929,25,Masculino,Sunglasses,Acessórios,92,Mississippi,S,Lavanda,Verão,3.7,No,Padrão,No,No,10,PayPal,Semanalmente
1930,59,Masculino,Jeans,Roupas,33,Hawaii,L,Marrom,Cair,4.7,No,Padrão,No,No,46,Venmo,Trimestral
1931,66,Masculino,Pants,Roupas,52,North Carolina,L,Turquesa,Primavera,3.5,No,Retirada Na Loja,No,No,26,Cash,Semanalmente
1932,54,Masculino,Jewelry,Acessórios,42,Illinois,S,Oliva,Primavera,2.7,No,Retirada Na Loja,No,No,6,Debit Card,Cada 3 Meses
1933,42,Masculino,Hoodie,Roupas,36,Maryland,M,Branco,Primavera,5,No,Frete Grátis,No,No,47,CVermelhoit Card,Cada 3 Meses
1934,48,Masculino,Sandals,Calçados,67,Montana,L,Tolet,Verão,4.1,No,Ar Do Dia Seguinte,No,No,28,Venmo,Anualmente
1935,34,Masculino,Jacket,Agasalhos,43,Michigan,L,Ouro,Inverno,2.7,No,Frete Grátis,No,No,23,Bank Transfer,Anualmente
1936,19,Masculino,Blouse,Roupas,68,North Carolina,XL,Tolet,Primavera,4.8,No,Frete Grátis,No,No,45,Cash,Quinzenal
1937,70,Masculino,Jewelry,Acessórios,60,Minnesota,S,Cerceta,Verão,4.3,No,Envio Em 2 Dias,No,No,44,PayPal,Cada 3 Meses
1938,43,Masculino,Socks,Roupas,53,Delaware,M,Oliva,Verão,4.5,No,Envio Em 2 Dias,No,No,11,Bank Transfer,Por Mês
1939,46,Masculino,Jeans,Roupas,23,Kentucky,L,Azul,Primavera,3.8,No,Padrão,No,No,39,Debit Card,Bi-Semanalmente
1940,66,Masculino,Gloves,Acessórios,57,Ohio,L,Magenta,Inverno,3.7,No,Retirada Na Loja,No,No,20,PayPal,Cada 3 Meses
1941,50,Masculino,Hat,Acessórios,89,Alaska,L,Cinza,Cair,3.9,No,Envio Em 2 Dias,No,No,48,PayPal,Quinzenal
1942,55,Masculino,Shoes,Calçados,99,Vermont,XL,Pêssego,Inverno,3.3,No,Padrão,No,No,46,CVermelhoit Card,Trimestral
1943,63,Masculino,Pants,Roupas,28,Alabama,M,Ciano,Cair,3.4,No,Expressa,No,No,22,PayPal,Por Mês
1944,32,Masculino,Socks,Roupas,53,Wisconsin,L,Tolet,Verão,3.8,No,Ar Do Dia Seguinte,No,No,45,Cash,Anualmente
1945,30,Masculino,Hoodie,Roupas,45,Arkansas,M,Ouro,Inverno,2.7,No,Frete Grátis,No,No,49,Cash,Cada 3 Meses
1946,35,Masculino,Hoodie,Roupas,38,Georgia,M,Ouro,Inverno,2.9,No,Envio Em 2 Dias,No,No,9,CVermelhoit Card,Cada 3 Meses
1947,59,Masculino,Pants,Roupas,49,Louisiana,M,Branco,Verão,4.5,No,Padrão,No,No,41,CVermelhoit Card,Trimestral
1948,59,Masculino,Shirt,Roupas,32,New York,M,Cinza,Verão,2.6,No,Retirada Na Loja,No,No,2,PayPal,Por Mês
1949,54,Masculino,T-shirt,Roupas,37,Connecticut,L,Marrom,Inverno,3.1,No,Ar Do Dia Seguinte,No,No,39,PayPal,Bi-Semanalmente
1950,63,Masculino,Dress,Roupas,80,Nebraska,L,Cinza,Inverno,4.7,No,Retirada Na Loja,No,No,12,PayPal,Trimestral
1951,43,Masculino,Backpack,Acessórios,78,Arkansas,L,Azul,Verão,4.6,No,Frete Grátis,No,No,26,PayPal,Cada 3 Meses
1952,33,Masculino,Gloves,Acessórios,53,Connecticut,L,Ouro,Verão,2.7,No,Ar Do Dia Seguinte,No,No,32,Bank Transfer,Bi-Semanalmente
1953,57,Masculino,Shoes,Calçados,82,Maryland,L,Yellow,Verão,4.6,No,Envio Em 2 Dias,No,No,50,Cash,Bi-Semanalmente
1954,25,Masculino,Skirt,Roupas,33,Colorado,XL,Verde,Primavera,4.8,No,Padrão,No,No,3,PayPal,Quinzenal
1955,26,Masculino,Gloves,Acessórios,77,Colorado,M,Rosa,Inverno,4.2,No,Frete Grátis,No,No,3,Venmo,Trimestral
1956,50,Masculino,Hoodie,Roupas,56,Maine,M,Rosa,Inverno,4.9,No,Expressa,No,No,37,Cash,Por Mês
1957,70,Masculino,Socks,Roupas,37,Oklahoma,M,Rosa,Inverno,4.9,No,Expressa,No,No,20,CVermelhoit Card,Quinzenal
1958,68,Masculino,Gloves,Acessórios,54,South Carolina,M,Ciano,Primavera,4.5,No,Retirada Na Loja,No,No,26,Cash,Bi-Semanalmente
1959,39,Masculino,Shorts,Roupas,67,Nevada,M,Cinza,Inverno,2.7,No,Retirada Na Loja,No,No,47,Cash,Trimestral
1960,46,Masculino,Shoes,Calçados,90,Colorado,M,Branco,Cair,3.1,No,Retirada Na Loja,No,No,7,CVermelhoit Card,Cada 3 Meses
1961,57,Masculino,Jeans,Roupas,72,Massachusetts,L,Vermelho,Verão,3.3,No,Envio Em 2 Dias,No,No,40,CVermelhoit Card,Anualmente
1962,47,Masculino,Boots,Calçados,59,Nevada,L,Preto,Verão,2.6,No,Frete Grátis,No,No,45,Debit Card,Trimestral
1963,40,Masculino,Hat,Acessórios,45,Iowa,M,Prata,Cair,4.4,No,Padrão,No,No,20,PayPal,Quinzenal
1964,52,Masculino,Shorts,Roupas,30,Michigan,L,Rosa,Primavera,3.9,No,Padrão,No,No,11,CVermelhoit Card,Semanalmente
1965,40,Masculino,Pants,Roupas,51,West Virginia,S,Ciano,Verão,4.6,No,Expressa,No,No,50,Debit Card,Por Mês
1966,67,Masculino,Sweater,Roupas,90,Indiana,M,Branco,Cair,4.9,No,Expressa,No,No,25,Debit Card,Trimestral
1967,67,Masculino,Jacket,Agasalhos,95,Indiana,XL,Roxa,Inverno,3.7,No,Expressa,No,No,5,CVermelhoit Card,Quinzenal
1968,37,Masculino,Dress,Roupas,81,Georgia,L,Yellow,Cair,3.7,No,Padrão,No,No,4,Venmo,Anualmente
1969,67,Masculino,Shirt,Roupas,70,Minnesota,S,Azul,Primavera,4.2,No,Padrão,No,No,25,CVermelhoit Card,Semanalmente
1970,64,Masculino,Dress,Roupas,32,Louisiana,S,Ciano,Inverno,3.5,No,Ar Do Dia Seguinte,No,No,11,Bank Transfer,Quinzenal
1971,28,Masculino,Belt,Acessórios,94,Maryland,M,Indigo,Primavera,2.9,No,Ar Do Dia Seguinte,No,No,4,CVermelhoit Card,Bi-Semanalmente
1972,54,Masculino,Hat,Acessórios,29,Pennsylvania,XL,Indigo,Primavera,3.4,No,Ar Do Dia Seguinte,No,No,1,Venmo,Por Mês
1973,54,Masculino,Backpack,Acessórios,31,Louisiana,M,Prata,Verão,3.3,No,Expressa,No,No,48,PayPal,Cada 3 Meses
1974,24,Masculino,Skirt,Roupas,20,Maryland,XL,Vermelho,Cair,4.5,No,Padrão,No,No,9,Venmo,Cada 3 Meses
1975,27,Masculino,Gloves,Acessórios,44,Tennessee,M,Pêssego,Inverno,4.6,No,Envio Em 2 Dias,No,No,2,PayPal,Quinzenal
1976,53,Masculino,Jacket,Agasalhos,77,Illinois,L,Turquesa,Cair,2.9,No,Expressa,No,No,4,Cash,Trimestral
1977,32,Masculino,Handbag,Acessórios,51,Wyoming,M,Rosa,Primavera,3.2,No,Ar Do Dia Seguinte,No,No,43,PayPal,Quinzenal
1978,24,Masculino,Sandals,Calçados,49,Florida,M,Cerceta,Verão,2.6,No,Frete Grátis,No,No,32,Bank Transfer,Anualmente
1979,45,Masculino,Sunglasses,Acessórios,78,Massachusetts,L,Magenta,Primavera,3.8,No,Retirada Na Loja,No,No,1,Cash,Trimestral
1980,49,Masculino,Jeans,Roupas,98,Tennessee,L,Azul,Primavera,2.8,No,Retirada Na Loja,No,No,38,Debit Card,Quinzenal
1981,51,Masculino,Sandals,Calçados,94,Iowa,M,Verde,Inverno,4.4,No,Retirada Na Loja,No,No,25,PayPal,Quinzenal
1982,69,Masculino,Shoes,Calçados,91,Michigan,L,Tolet,Verão,4.7,No,Expressa,No,No,42,PayPal,Trimestral
1983,41,Masculino,Sunglasses,Acessórios,77,Kansas,M,Turquesa,Verão,2.7,No,Envio Em 2 Dias,No,No,32,PayPal,Por Mês
1984,59,Masculino,Scarf,Acessórios,97,Georgia,M,Rosa,Verão,2.6,No,Ar Do Dia Seguinte,No,No,21,Debit Card,Trimestral
1985,26,Masculino,Skirt,Roupas,58,West Virginia,M,Preto,Verão,3.4,No,Envio Em 2 Dias,No,No,26,PayPal,Quinzenal
1986,23,Masculino,Gloves,Acessórios,97,Tennessee,M,Ouro,Primavera,3.9,No,Envio Em 2 Dias,No,No,6,CVermelhoit Card,Quinzenal
1987,62,Masculino,Coat,Agasalhos,48,Arkansas,L,Verde,Verão,3.4,No,Envio Em 2 Dias,No,No,14,Venmo,Trimestral
1988,69,Masculino,Belt,Acessórios,23,Vermont,XL,Branco,Verão,3.4,No,Expressa,No,No,4,Cash,Trimestral
1989,46,Masculino,Pants,Roupas,79,Virginia,M,Ouro,Inverno,3.9,No,Frete Grátis,No,No,26,Bank Transfer,Semanalmente
1990,35,Masculino,Jewelry,Acessórios,42,Maryland,S,Carvão,Primavera,4,No,Expressa,No,No,39,PayPal,Bi-Semanalmente
1991,32,Masculino,Backpack,Acessórios,95,Connecticut,L,Branco,Primavera,3.4,No,Envio Em 2 Dias,No,No,15,PayPal,Anualmente
1992,46,Masculino,Sneakers,Calçados,29,Missouri,M,Marrom,Verão,3.7,No,Ar Do Dia Seguinte,No,No,1,Venmo,Cada 3 Meses
1993,33,Masculino,Hoodie,Roupas,98,New Jersey,L,Ouro,Inverno,4.9,No,Envio Em 2 Dias,No,No,28,Venmo,Por Mês
1994,32,Masculino,Blouse,Roupas,96,Arkansas,S,Roxa,Primavera,5,No,Expressa,No,No,17,Cash,Semanalmente
1995,33,Masculino,Sunglasses,Acessórios,66,Nevada,M,Marrom,Cair,2.9,No,Ar Do Dia Seguinte,No,No,24,CVermelhoit Card,Semanalmente
1996,67,Masculino,Boots,Calçados,80,Missouri,S,Cerceta,Primavera,3,No,Padrão,No,No,29,Debit Card,Trimestral
1997,67,Masculino,Sneakers,Calçados,27,South Dakota,L,Indigo,Verão,3.3,No,Ar Do Dia Seguinte,No,No,18,Cash,Cada 3 Meses
1998,42,Masculino,Backpack,Acessórios,25,Connecticut,M,Roxa,Cair,4.7,No,Expressa,No,No,10,Debit Card,Bi-Semanalmente
1999,20,Masculino,Pants,Roupas,45,Vermont,M,Laranja,Cair,3.4,No,Envio Em 2 Dias,No,No,19,Cash,Trimestral
2000,39,Masculino,Socks,Roupas,89,Tennessee,L,Indigo,Inverno,4.6,No,Envio Em 2 Dias,No,No,26,Debit Card,Por Mês
2001,26,Masculino,Belt,Acessórios,27,California,M,Lavanda,Inverno,3.6,No,Envio Em 2 Dias,No,No,25,Cash,Bi-Semanalmente
2002,51,Masculino,Sunglasses,Acessórios,90,Wyoming,S,Roxa,Inverno,2.6,No,Frete Grátis,No,No,2,Debit Card,Quinzenal
2003,31,Masculino,Shirt,Roupas,65,New York,M,Vermelho,Verão,2.7,No,Expressa,No,No,19,PayPal,Cada 3 Meses
2004,68,Masculino,Sneakers,Calçados,72,Maine,S,Azul,Primavera,3.1,No,Expressa,No,No,32,Cash,Trimestral
2005,44,Masculino,Shoes,Calçados,70,Georgia,L,Azul,Cair,3.2,No,Envio Em 2 Dias,No,No,13,Cash,Bi-Semanalmente
2006,18,Masculino,Sandals,Calçados,82,Tennessee,M,Ciano,Inverno,3.4,No,Retirada Na Loja,No,No,30,PayPal,Quinzenal
2007,58,Masculino,Scarf,Acessórios,97,New Mexico,S,Rosa,Cair,4.4,No,Expressa,No,No,2,CVermelhoit Card,Anualmente
2008,26,Masculino,Shirt,Roupas,25,Virginia,M,Prata,Verão,3.2,No,Envio Em 2 Dias,No,No,8,PayPal,Trimestral
2009,57,Masculino,Skirt,Roupas,48,Florida,M,Cinza,Primavera,2.5,No,Frete Grátis,No,No,27,PayPal,Cada 3 Meses
2010,37,Masculino,Boots,Calçados,99,Alabama,M,Indigo,Verão,3.8,No,Ar Do Dia Seguinte,No,No,26,Venmo,Bi-Semanalmente
2011,24,Masculino,Sweater,Roupas,21,Texas,M,Marrom,Verão,4.4,No,Envio Em 2 Dias,No,No,3,Debit Card,Bi-Semanalmente
2012,57,Masculino,Sandals,Calçados,94,West Virginia,M,Bege,Primavera,3.7,No,Expressa,No,No,4,Bank Transfer,Por Mês
2013,48,Masculino,Jeans,Roupas,53,Nevada,L,Verde,Cair,3.2,No,Retirada Na Loja,No,No,5,Cash,Quinzenal
2014,39,Masculino,Backpack,Acessórios,70,Virginia,M,Pêssego,Inverno,4.9,No,Padrão,No,No,25,Debit Card,Trimestral
2015,51,Masculino,Skirt,Roupas,26,Wisconsin,L,Preto,Verão,3.9,No,Padrão,No,No,47,PayPal,Bi-Semanalmente
2016,57,Masculino,Belt,Acessórios,82,Virginia,S,Rosa,Verão,4.5,No,Ar Do Dia Seguinte,No,No,8,CVermelhoit Card,Quinzenal
2017,53,Masculino,Shoes,Calçados,47,Maine,S,Tolet,Inverno,3.4,No,Padrão,No,No,20,Debit Card,Quinzenal
2018,70,Masculino,Socks,Roupas,32,Massachusetts,S,Verde,Inverno,4.1,No,Ar Do Dia Seguinte,No,No,42,Bank Transfer,Cada 3 Meses
2019,60,Masculino,Backpack,Acessórios,97,Arkansas,S,Ouro,Cair,4.5,No,Retirada Na Loja,No,No,20,Bank Transfer,Semanalmente
2020,31,Masculino,Shirt,Roupas,68,Idaho,S,Vermelho,Inverno,4.7,No,Retirada Na Loja,No,No,23,Cash,Quinzenal
2021,41,Masculino,Sweater,Roupas,23,Pennsylvania,M,Bege,Inverno,4.8,No,Ar Do Dia Seguinte,No,No,26,Cash,Trimestral
2022,62,Masculino,Handbag,Acessórios,33,Maine,M,Verde,Inverno,4.4,No,Padrão,No,No,48,Venmo,Trimestral
2023,59,Masculino,Jewelry,Acessórios,38,Alabama,S,Preto,Inverno,4,No,Retirada Na Loja,No,No,16,Cash,Bi-Semanalmente
2024,46,Masculino,Socks,Roupas,68,Idaho,S,Cerceta,Inverno,4.1,No,Retirada Na Loja,No,No,28,Cash,Bi-Semanalmente
2025,62,Masculino,Socks,Roupas,23,Arkansas,L,Prata,Cair,3.7,No,Expressa,No,No,39,PayPal,Semanalmente
2026,42,Masculino,Shirt,Roupas,29,Delaware,M,Turquesa,Verão,3,No,Expressa,No,No,43,Debit Card,Quinzenal
2027,37,Masculino,Scarf,Acessórios,35,Maine,M,Laranja,Inverno,3.6,No,Expressa,No,No,45,Bank Transfer,Cada 3 Meses
2028,50,Masculino,Shoes,Calçados,73,Nebraska,S,Ouro,Cair,4.8,No,Padrão,No,No,50,CVermelhoit Card,Cada 3 Meses
2029,29,Masculino,Shoes,Calçados,84,Ohio,XL,Roxa,Cair,3.7,No,Envio Em 2 Dias,No,No,10,Venmo,Bi-Semanalmente
2030,25,Masculino,Scarf,Acessórios,23,Montana,M,Rosa,Primavera,4.6,No,Ar Do Dia Seguinte,No,No,40,PayPal,Trimestral
2031,66,Masculino,Sunglasses,Acessórios,67,New Mexico,S,Verde,Verão,2.8,No,Padrão,No,No,38,CVermelhoit Card,Por Mês
2032,21,Masculino,Socks,Roupas,51,North Carolina,L,Carvão,Primavera,4,No,Padrão,No,No,2,CVermelhoit Card,Por Mês
2033,46,Masculino,Blouse,Roupas,36,South Carolina,M,Marrom,Inverno,4.2,No,Ar Do Dia Seguinte,No,No,13,Cash,Anualmente
2034,57,Masculino,Jeans,Roupas,55,Illinois,L,Oliva,Verão,3.6,No,Expressa,No,No,33,Venmo,Anualmente
2035,61,Masculino,Shorts,Roupas,30,Alabama,M,Pêssego,Primavera,2.9,No,Retirada Na Loja,No,No,27,PayPal,Por Mês
2036,53,Masculino,T-shirt,Roupas,70,Oklahoma,S,Yellow,Verão,4.1,No,Expressa,No,No,43,Bank Transfer,Semanalmente
2037,37,Masculino,Blouse,Roupas,63,Minnesota,S,Lavanda,Inverno,3.1,No,Ar Do Dia Seguinte,No,No,46,Cash,Semanalmente
2038,39,Masculino,Belt,Acessórios,87,Illinois,S,Verde,Verão,4.3,No,Expressa,No,No,7,Venmo,Bi-Semanalmente
2039,53,Masculino,Blouse,Roupas,70,Arkansas,L,Laranja,Primavera,4.4,No,Ar Do Dia Seguinte,No,No,35,CVermelhoit Card,Quinzenal
2040,35,Masculino,T-shirt,Roupas,51,Minnesota,M,Oliva,Primavera,3.1,No,Ar Do Dia Seguinte,No,No,31,Debit Card,Bi-Semanalmente
2041,69,Masculino,Jewelry,Acessórios,25,South Carolina,XL,Cinza,Primavera,2.9,No,Frete Grátis,No,No,42,Venmo,Trimestral
2042,66,Masculino,Jacket,Agasalhos,32,New York,S,Lavanda,Inverno,3.2,No,Ar Do Dia Seguinte,No,No,14,PayPal,Bi-Semanalmente
2043,19,Masculino,Shoes,Calçados,52,Alabama,M,Vermelho,Primavera,4,No,Envio Em 2 Dias,No,No,35,Venmo,Por Mês
2044,47,Masculino,Gloves,Acessórios,33,New York,M,Carvão,Verão,2.7,No,Padrão,No,No,49,PayPal,Semanalmente
2045,49,Masculino,Jeans,Roupas,68,Missouri,L,Laranja,Primavera,3,No,Frete Grátis,No,No,17,PayPal,Quinzenal
2046,31,Masculino,Jewelry,Acessórios,20,Georgia,M,Vermelho,Cair,4.4,No,Expressa,No,No,26,PayPal,Trimestral
2047,39,Masculino,Pants,Roupas,32,Oklahoma,M,Marrom,Inverno,2.8,No,Frete Grátis,No,No,30,Cash,Cada 3 Meses
2048,58,Masculino,Jewelry,Acessórios,82,Connecticut,M,Prata,Verão,3.1,No,Retirada Na Loja,No,No,32,Cash,Anualmente
2049,45,Masculino,Sneakers,Calçados,64,Michigan,XL,Rosa,Inverno,3.9,No,Expressa,No,No,35,Bank Transfer,Trimestral
2050,68,Masculino,Boots,Calçados,24,Rhode Island,L,Azul,Cair,2.7,No,Padrão,No,No,15,Venmo,Anualmente
2051,35,Masculino,Hat,Acessórios,96,Mississippi,M,Cerceta,Verão,3.4,No,Retirada Na Loja,No,No,10,Debit Card,Anualmente
2052,65,Masculino,T-shirt,Roupas,94,Massachusetts,L,Preto,Primavera,3.8,No,Frete Grátis,No,No,14,CVermelhoit Card,Por Mês
2053,45,Masculino,Backpack,Acessórios,48,New Hampshire,M,Cinza,Inverno,3.7,No,Envio Em 2 Dias,No,No,30,Bank Transfer,Anualmente
2054,19,Masculino,Sunglasses,Acessórios,60,Wyoming,S,Roxa,Primavera,4.5,No,Envio Em 2 Dias,No,No,16,CVermelhoit Card,Quinzenal
2055,65,Masculino,Sweater,Roupas,56,New Jersey,XL,Ouro,Primavera,2.9,No,Expressa,No,No,14,PayPal,Anualmente
2056,28,Masculino,Handbag,Acessórios,33,Texas,M,Prata,Cair,3.4,No,Envio Em 2 Dias,No,No,28,Bank Transfer,Semanalmente
2057,55,Masculino,Backpack,Acessórios,46,Minnesota,L,Azul,Primavera,4.4,No,Envio Em 2 Dias,No,No,29,PayPal,Por Mês
2058,66,Masculino,Socks,Roupas,37,South Dakota,L,Yellow,Primavera,4.2,No,Padrão,No,No,5,PayPal,Cada 3 Meses
2059,29,Masculino,Shirt,Roupas,98,Washington,M,Marrom,Inverno,3.3,No,Retirada Na Loja,No,No,17,Bank Transfer,Trimestral
2060,56,Masculino,Shorts,Roupas,50,California,XL,Bege,Primavera,3.7,No,Expressa,No,No,50,PayPal,Semanalmente
2061,21,Masculino,Belt,Acessórios,63,Wisconsin,M,Azul,Cair,3.2,No,Ar Do Dia Seguinte,No,No,23,Bank Transfer,Trimestral
2062,32,Masculino,Sweater,Roupas,70,Michigan,S,Magenta,Verão,2.6,No,Retirada Na Loja,No,No,22,Debit Card,Anualmente
2063,54,Masculino,Coat,Agasalhos,63,South Carolina,L,Prata,Cair,2.8,No,Padrão,No,No,15,Cash,Trimestral
2064,61,Masculino,Shorts,Roupas,86,Indiana,M,Ciano,Cair,2.9,No,Padrão,No,No,32,Cash,Por Mês
2065,31,Masculino,Shoes,Calçados,99,Arkansas,M,Verde,Verão,4,No,Envio Em 2 Dias,No,No,5,Bank Transfer,Por Mês
2066,27,Masculino,Sneakers,Calçados,40,Oregon,M,Azul,Primavera,2.9,No,Frete Grátis,No,No,6,Bank Transfer,Bi-Semanalmente
2067,64,Masculino,Sneakers,Calçados,92,Illinois,M,Oliva,Cair,4.7,No,Retirada Na Loja,No,No,44,Debit Card,Quinzenal
2068,60,Masculino,Pants,Roupas,21,Maryland,XL,Bege,Cair,3.1,No,Envio Em 2 Dias,No,No,23,Cash,Quinzenal
2069,70,Masculino,Jewelry,Acessórios,81,Vermont,XL,Preto,Verão,3.9,No,Retirada Na Loja,No,No,44,Venmo,Por Mês
2070,36,Masculino,T-shirt,Roupas,82,Texas,M,Indigo,Cair,3.4,No,Frete Grátis,No,No,3,Debit Card,Trimestral
2071,56,Masculino,Jewelry,Acessórios,88,Nebraska,XL,Vermelho,Primavera,3.1,No,Expressa,No,No,14,Cash,Por Mês
2072,69,Masculino,Jacket,Agasalhos,100,South Carolina,S,Yellow,Cair,4.8,No,Retirada Na Loja,No,No,37,PayPal,Trimestral
2073,39,Masculino,Backpack,Acessórios,66,Massachusetts,M,Bege,Inverno,3.9,No,Ar Do Dia Seguinte,No,No,22,Bank Transfer,Semanalmente
2074,38,Masculino,Belt,Acessórios,25,Texas,S,Verde,Inverno,3.5,No,Ar Do Dia Seguinte,No,No,2,PayPal,Cada 3 Meses
2075,36,Masculino,Scarf,Acessórios,53,Florida,M,Branco,Verão,3.1,No,Frete Grátis,No,No,44,Debit Card,Quinzenal
2076,46,Masculino,Sweater,Roupas,28,South Carolina,S,Turquesa,Cair,4.7,No,Expressa,No,No,49,Debit Card,Por Mês
2077,59,Masculino,Gloves,Acessórios,23,Florida,S,Indigo,Cair,4.6,No,Frete Grátis,No,No,22,Debit Card,Bi-Semanalmente
2078,64,Masculino,Scarf,Acessórios,34,Nebraska,L,Laranja,Cair,3.3,No,Frete Grátis,No,No,26,Bank Transfer,Anualmente
2079,49,Masculino,Dress,Roupas,42,Hawaii,M,Azul,Primavera,3.2,No,Ar Do Dia Seguinte,No,No,40,Debit Card,Semanalmente
2080,32,Masculino,Jeans,Roupas,24,Montana,L,Tolet,Verão,3.1,No,Ar Do Dia Seguinte,No,No,16,PayPal,Trimestral
2081,29,Masculino,Sunglasses,Acessórios,47,South Dakota,S,Cinza,Cair,3.5,No,Frete Grátis,No,No,17,Debit Card,Bi-Semanalmente
2082,24,Masculino,Coat,Agasalhos,78,Alabama,S,Ciano,Primavera,4.3,No,Padrão,No,No,48,Bank Transfer,Bi-Semanalmente
2083,41,Masculino,Jeans,Roupas,89,Arkansas,M,Yellow,Verão,2.9,No,Frete Grátis,No,No,28,Venmo,Cada 3 Meses
2084,41,Masculino,Scarf,Acessórios,59,Mississippi,L,Laranja,Cair,2.7,No,Retirada Na Loja,No,No,26,CVermelhoit Card,Quinzenal
2085,32,Masculino,Blouse,Roupas,94,Vermont,S,Marrom,Verão,4,No,Padrão,No,No,43,Bank Transfer,Trimestral
2086,69,Masculino,Jeans,Roupas,49,New York,M,Cerceta,Cair,4.6,No,Frete Grátis,No,No,38,Debit Card,Semanalmente
2087,65,Masculino,Dress,Roupas,89,North Dakota,L,Bege,Verão,4.7,No,Envio Em 2 Dias,No,No,36,Cash,Cada 3 Meses
2088,54,Masculino,Hat,Acessórios,91,Wisconsin,M,Azul,Verão,4.7,No,Padrão,No,No,1,CVermelhoit Card,Semanalmente
2089,39,Masculino,Sandals,Calçados,89,California,L,Laranja,Primavera,4,No,Padrão,No,No,49,Debit Card,Anualmente
2090,37,Masculino,Jacket,Agasalhos,57,Maryland,L,Ouro,Primavera,3.6,No,Frete Grátis,No,No,41,CVermelhoit Card,Cada 3 Meses
2091,51,Masculino,Socks,Roupas,71,Massachusetts,S,Cerceta,Inverno,3.4,No,Frete Grátis,No,No,21,Debit Card,Por Mês
2092,26,Masculino,Jeans,Roupas,97,Washington,XL,Bege,Cair,3,No,Ar Do Dia Seguinte,No,No,24,Bank Transfer,Trimestral
2093,42,Masculino,Sandals,Calçados,45,Minnesota,M,Prata,Cair,2.6,No,Ar Do Dia Seguinte,No,No,27,Bank Transfer,Semanalmente
2094,21,Masculino,Dress,Roupas,91,Washington,M,Marrom,Primavera,4.2,No,Retirada Na Loja,No,No,4,Debit Card,Anualmente
2095,53,Masculino,Socks,Roupas,25,South Carolina,M,Indigo,Primavera,3.4,No,Padrão,No,No,19,Venmo,Anualmente
2096,36,Masculino,Hoodie,Roupas,63,New Mexico,M,Cinza,Cair,4,No,Retirada Na Loja,No,No,1,Bank Transfer,Quinzenal
2097,21,Masculino,Dress,Roupas,52,North Carolina,L,Azul,Verão,4.7,No,Frete Grátis,No,No,27,Debit Card,Anualmente
2098,33,Masculino,Sneakers,Calçados,43,Iowa,S,Ciano,Inverno,3.9,No,Ar Do Dia Seguinte,No,No,5,CVermelhoit Card,Semanalmente
2099,49,Masculino,T-shirt,Roupas,28,Louisiana,M,Branco,Verão,3.3,No,Envio Em 2 Dias,No,No,20,Venmo,Trimestral
2100,31,Masculino,T-shirt,Roupas,78,Oklahoma,L,Verde,Verão,2.9,No,Expressa,No,No,50,PayPal,Anualmente
2101,68,Masculino,Sweater,Roupas,31,Michigan,M,Prata,Primavera,4.4,No,Frete Grátis,No,No,36,Cash,Quinzenal
2102,49,Masculino,Shirt,Roupas,23,Oregon,M,Azul,Inverno,3.6,No,Ar Do Dia Seguinte,No,No,12,Bank Transfer,Bi-Semanalmente
2103,23,Masculino,Hat,Acessórios,25,Idaho,M,Marrom,Primavera,4.5,No,Retirada Na Loja,No,No,23,Cash,Por Mês
2104,30,Masculino,Pants,Roupas,86,Indiana,S,Vermelho,Verão,3.7,No,Retirada Na Loja,No,No,21,Venmo,Semanalmente
2105,53,Masculino,Shoes,Calçados,88,New Mexico,M,Ouro,Primavera,2.8,No,Frete Grátis,No,No,47,Venmo,Semanalmente
2106,65,Masculino,Gloves,Acessórios,35,South Carolina,M,Prata,Primavera,4.5,No,Frete Grátis,No,No,38,Venmo,Bi-Semanalmente
2107,60,Masculino,Jewelry,Acessórios,34,Vermont,M,Cinza,Cair,4.4,No,Padrão,No,No,40,CVermelhoit Card,Cada 3 Meses
2108,46,Masculino,Pants,Roupas,75,Delaware,M,Preto,Inverno,3.3,No,Padrão,No,No,35,PayPal,Trimestral
2109,54,Masculino,Hoodie,Roupas,46,North Dakota,XL,Bege,Inverno,4.2,No,Expressa,No,No,4,CVermelhoit Card,Trimestral
2110,59,Masculino,Jewelry,Acessórios,31,California,L,Pêssego,Cair,2.7,No,Frete Grátis,No,No,28,Venmo,Cada 3 Meses
2111,52,Masculino,Socks,Roupas,93,Montana,L,Ciano,Primavera,3.9,No,Retirada Na Loja,No,No,36,Debit Card,Cada 3 Meses
2112,41,Masculino,Sunglasses,Acessórios,85,Missouri,XL,Rosa,Primavera,2.6,No,Frete Grátis,No,No,15,Bank Transfer,Anualmente
2113,43,Masculino,Belt,Acessórios,68,Tennessee,M,Lavanda,Cair,4.5,No,Envio Em 2 Dias,No,No,7,Cash,Quinzenal
